xid,0.2,0.05,0.01,0.005,0.002,0.0,ead
1250,,0.0,0.0,0.0,0.0,,0.0
1251,,0.0,0.0,0.0,0.0,,0.0
1254,,0.0,0.0,0.0,0.0,,0.0
1255,,0.0,0.0,0.0,0.0,,0.0
1257,,0.0,0.0,0.0,0.0,,0.0
1258,,0.0,0.0,0.0,0.0,,0.0
1259,,0.0,0.0,0.0,0.0,,0.0
1273,,0.0,0.0,0.0,0.0,,0.0
1277,,0.0,0.0,0.0,0.0,,0.0
1279,,0.0,0.0,0.0,0.0,,0.0
1280,,0.0,0.0,0.0,0.0,,0.0
1281,,0.0,0.0,0.0,0.0,,0.0
1282,,0.0,0.0,0.0,0.0,,0.0
1286,,0.0,0.0,0.0,0.0,,0.0
1287,,0.0,0.0,0.0,0.0,,0.0
1289,,0.0,0.0,0.0,0.0,,0.0
1296,,0.0,0.0,0.0,0.0,,0.0
1300,,0.0,0.0,0.0,0.0,,0.0
1304,,0.0,0.0,0.0,0.0,,0.0
1305,,0.0,0.0,0.0,0.0,,0.0
1309,,0.0,0.0,0.0,0.0,,0.0
1310,,0.0,0.0,0.0,0.0,,0.0
1311,,0.0,0.0,0.0,0.0,,0.0
1313,,0.0,0.0,0.0,0.0,,0.0
1316,,0.0,0.0,0.0,0.0,,0.0
1318,,0.0,0.0,0.0,0.0,,0.0
1319,,0.0,0.0,0.0,0.0,,0.0
1320,,0.0,0.0,0.0,0.0,,0.0
1322,,0.0,0.0,0.0,0.0,,0.0
