bid,CSDUID,DAUID,use1_gf,use2_gf,Bdrm_up,pop_ref,ref_val,pop_est,occu_rate,rawpop,cap_pop,SVIt_score,f0_scale,f0_elv
24668000,5935010,59350207,resi,sfd,3,sfd3,2.4,2.4,0.95,2.4,2.28,5,1.14,0.1
24670000,5935010,59350207,resi,sfd,1,sfd1,1.556756757,1.556756757,0.95,1.6,1.48,5,0.74,0.1
24672000,5935010,59350207,resi,sfd,3,sfd3,2.4,2.4,0.95,2.4,2.28,5,1.14,0.1
24673000,5935010,59350207,resi,sfd,2,sfd2,1.8,1.8,0.95,1.8,1.71,5,0.86,0.1
24485001,5935010,59350207,resi,sfd,3,sfd3,2.4,2.4,0.95,2.4,2.28,5,1.14,0.1
24679000,5935010,59350207,resi,sfd,2,sfd2,1.8,1.8,0.95,1.8,1.71,5,0.86,0.1
24680000,5935029,59350342,resi,sfd,6,sfd4,3.2,3.2,0.93,3.2,2.98,3,0.89,0.1
24686000,5935010,59350207,resi,sfd,3,sfd3,2.4,2.4,0.95,2.4,2.28,5,1.14,0.1
24666001,5935010,59350207,resi,sfd,3,sfd3,2.4,2.4,0.95,2.4,2.28,5,1.14,0.1
24687000,5935010,59350207,resi,sfd,4,sfd4,3.3,3.3,0.95,3.3,3.14,5,1.57,0.1
24679001,5935010,59350207,resi,sfd,2,sfd2,1.8,1.8,0.95,1.8,1.71,5,0.86,0.1
24688000,5935010,59350207,resi,sfd,2,sfd2,1.8,1.8,0.95,1.8,1.71,5,0.86,0.1
24466001,5935010,59350207,resi,sfd,2,sfd2,1.8,1.8,0.95,1.8,1.71,5,0.86,0.1
24689000,5935010,59350207,resi,sfd,2,sfd2,1.8,1.8,0.95,1.8,1.71,5,0.86,0.1
24665001,5935010,59350207,resi,sfd,3,sfd3,2.4,2.4,0.95,2.4,2.28,5,1.14,0.1
24668001,5935010,59350207,resi,sfd,3,sfd3,2.4,2.4,0.95,2.4,2.28,5,1.14,0.1
24669001,5935010,59350207,resi,sfd,3,sfd3,2.4,2.4,0.95,2.4,2.28,5,1.14,0.1
24690000,5935010,59350207,resi,sfd,4,sfd4,3.3,3.3,0.95,3.3,3.14,5,1.57,0.1
24691000,5935010,59350207,resi,sfd,2,sfd2,1.8,1.8,0.95,1.8,1.71,5,0.86,0.1
24670001,5935010,59350207,resi,sfd,1,sfd1,1.556756757,1.556756757,0.95,1.6,1.48,5,0.74,0.1
24692000,5935010,59350207,resi,sfd,2,sfd2,1.8,1.8,0.95,1.8,1.71,5,0.86,0.1
24698000,5935010,59350189,resi,sfd,4,sfd4,3.3,3.3,0.68,3.3,2.24,2,0.45,0.1
24704001,5935010,59350189,resi,sfd,1,sfd1,1.556756757,1.556756757,0.68,1.6,1.06,2,0.21,0.1
24720000,5935010,59350189,resi,sfd,2,sfd2,1.8,1.8,0.68,1.8,1.22,2,0.24,0.1
24401001,5935010,59350189,resi,sfd,1,sfd1,1.556756757,1.556756757,0.68,1.6,1.06,2,0.21,0.1
24392001,5935010,59350189,resi,sfd,2,sfd2,1.8,1.8,0.68,1.8,1.22,2,0.24,0.1
24403001,5935010,59350189,resi,sfd,2,sfd2,1.8,1.8,0.68,1.8,1.22,2,0.24,0.1
24730000,5935010,59350189,resi,sfd,4,sfd4,3.3,3.3,0.68,3.3,2.24,2,0.45,0.1
24734000,5935010,59350189,resi,sfd,4,sfd4,3.3,3.3,0.68,3.3,2.24,2,0.45,0.1
5020001,5935803,59350378,resi,sfd,1,sfd1,2.0,2.0,0.92,2.0,1.84,1,0.18,0.1
24735000,5935010,59350189,resi,sfd,6,sfd4,3.3,3.3,0.68,3.3,2.24,2,0.45,0.1
24241001,5935010,59350189,resi,mf,74,mf,0.884072044,65.42133125,0.68,65.4,44.49,2,8.9,0.1
24735001,5935010,59350189,resi,sfd,6,sfd4,3.3,3.3,0.68,3.3,2.24,2,0.45,0.1
24241002,5935010,59350189,resi,mf,74,mf,0.884072044,65.42133125,0.68,65.4,44.49,2,8.9,0.1
24735002,5935010,59350189,resi,sfd,6,sfd4,3.3,3.3,0.68,3.3,2.24,2,0.45,0.1
24243002,5935010,59350189,resi,sfd,6,sfd4,3.3,3.3,0.68,3.3,2.24,2,0.45,0.1
254444,5935029,59350342,resi,sfd,1,sfd1,1.460869565,1.460869565,0.93,1.5,1.36,3,0.41,0.1
24822000,5935010,59350208,resi,sfd,2,sfd2,1.8,1.8,0.95,1.8,1.71,1,0.17,0.1
24823000,5935010,59350208,resi,sfd,3,sfd3,2.4,2.4,0.95,2.4,2.28,1,0.23,0.1
24824000,5935010,59350208,resi,sfd,5,sfd4,3.3,3.3,0.95,3.3,3.14,1,0.31,0.1
24825000,5935010,59350208,resi,sfd,3,sfd3,2.4,2.4,0.95,2.4,2.28,1,0.23,0.1
24826000,5935010,59350208,resi,sfd,3,sfd3,2.4,2.4,0.95,2.4,2.28,1,0.23,0.1
24827000,5935010,59350208,resi,sfd,4,sfd4,3.3,3.3,0.95,3.3,3.14,1,0.31,0.1
24828000,5935010,59350208,resi,sfd,2,sfd2,1.8,1.8,0.95,1.8,1.71,1,0.17,0.1
24829000,5935010,59350208,resi,sfd,3,sfd3,2.4,2.4,0.95,2.4,2.28,1,0.23,0.1
24830001,5935010,59350208,resi,sfd,5,sfd4,3.3,3.3,0.95,3.3,3.14,1,0.31,0.1
24831000,5935010,59350208,resi,sfd,4,sfd4,3.3,3.3,0.95,3.3,3.14,1,0.31,0.1
24832000,5935010,59350208,resi,sfd,4,sfd4,3.3,3.3,0.95,3.3,3.14,1,0.31,0.1
24833000,5935010,59350208,resi,sfd,4,sfd4,3.3,3.3,0.95,3.3,3.14,1,0.31,0.1
24834000,5935029,59350342,resi,sfd,1,sfd1,1.460869565,1.460869565,0.93,1.5,1.36,3,0.41,0.1
24835000,5935010,59350208,resi,sfd,3,sfd3,2.4,2.4,0.95,2.4,2.28,1,0.23,0.1
24836000,5935010,59350208,resi,sfd,6,sfd4,3.3,3.3,0.95,3.3,3.14,1,0.31,0.1
24837000,5935010,59350208,resi,sfd,5,sfd4,3.3,3.3,0.95,3.3,3.14,1,0.31,0.1
24838000,5935010,59350208,resi,sfd,5,sfd4,3.3,3.3,0.95,3.3,3.14,1,0.31,0.1
24839000,5935010,59350208,resi,sfd,3,sfd3,2.4,2.4,0.95,2.4,2.28,1,0.23,0.1
24840000,5935010,59350208,resi,sfd,4,sfd4,3.3,3.3,0.95,3.3,3.14,1,0.31,0.1
24841000,5935010,59350208,resi,sfd,5,sfd4,3.3,3.3,0.95,3.3,3.14,1,0.31,0.1
24842000,5935029,59350342,resi,sfd,1,sfd1,1.460869565,1.460869565,0.93,1.5,1.36,3,0.41,0.1
24842001,5935029,59350342,resi,sfd,3,sfd3,2.4,2.4,0.93,2.4,2.23,3,0.67,0.1
24843000,5935029,59350342,resi,sfd,3,sfd3,2.4,2.4,0.93,2.4,2.23,3,0.67,0.1
24842002,5935029,59350342,resi,sfd,3,sfd3,2.4,2.4,0.93,2.4,2.23,3,0.67,0.1
24844000,5935029,59350342,resi,sfd,4,sfd4,3.2,3.2,0.93,3.2,2.98,3,0.89,0.1
24845000,5935029,59350342,resi,sfd,2,sfd2,1.9,1.9,0.93,1.9,1.77,3,0.53,0.1
24846000,5935029,59350342,resi,sfd,3,sfd3,2.4,2.4,0.93,2.4,2.23,3,0.67,0.1
24847000,5935029,59350342,resi,sfd,6,sfd4,3.2,3.2,0.93,3.2,2.98,3,0.89,0.1
24848000,5935029,59350342,resi,sfd,4,sfd4,3.2,3.2,0.93,3.2,2.98,3,0.89,0.1
24849000,5935029,59350342,resi,sfd,5,sfd4,3.2,3.2,0.93,3.2,2.98,3,0.89,0.1
24850000,5935010,59350208,resi,sfd,4,sfd4,3.3,3.3,0.95,3.3,3.14,1,0.31,0.1
24828001,5935010,59350208,resi,sfd,2,sfd2,1.8,1.8,0.95,1.8,1.71,1,0.17,0.1
24852000,5935029,59350342,resi,sfd,3,sfd3,2.4,2.4,0.93,2.4,2.23,3,0.67,0.1
5211001,5935029,59350342,resi,sfd,3,sfd3,2.4,2.4,0.93,2.4,2.23,3,0.67,0.1
24853000,5935010,59350351,resi,sfd,3,sfd3,2.4,2.4,0.97,2.4,2.33,0,0.0,0.1
24855000,5935010,59350351,resi,sfd,4,sfd4,3.3,3.3,0.97,3.3,3.2,0,0.0,0.1
24856000,5935010,59350351,resi,sfd,2,sfd2,1.8,1.8,0.97,1.8,1.75,0,0.0,0.1
24856001,5935010,59350351,resi,sfd,2,sfd2,1.8,1.8,0.97,1.8,1.75,0,0.0,0.1
24857000,5935010,59350351,resi,sfd,2,sfd2,1.8,1.8,0.97,1.8,1.75,0,0.0,0.1
24857001,5935010,59350351,resi,sfd,2,sfd2,1.8,1.8,0.97,1.8,1.75,0,0.0,0.1
24858000,5935010,59350351,resi,sfd,5,sfd4,3.3,3.3,0.97,3.3,3.2,0,0.0,0.1
24859000,5935010,59350351,resi,sfd,5,sfd4,3.3,3.3,0.97,3.3,3.2,0,0.0,0.1
24860000,5935010,59350351,resi,sfd,3,sfd3,2.4,2.4,0.97,2.4,2.33,0,0.0,0.1
5212001,5935010,59350351,resi,sfd,3,sfd3,2.4,2.4,0.97,2.4,2.33,0,0.0,0.1
24861001,5935010,59350351,resi,sfd,4,sfd4,3.3,3.3,0.97,3.3,3.2,0,0.0,0.1
24862000,5935010,59350351,resi,sfd,4,sfd4,3.3,3.3,0.97,3.3,3.2,0,0.0,0.1
24863000,5935010,59350351,resi,sfd,4,sfd4,3.3,3.3,0.97,3.3,3.2,0,0.0,0.1
24864000,5935010,59350351,resi,sfd,4,sfd4,3.3,3.3,0.97,3.3,3.2,0,0.0,0.1
24865000,5935010,59350351,resi,sfd,5,sfd4,3.3,3.3,0.97,3.3,3.2,0,0.0,0.1
24866000,5935010,59350351,resi,sfd,5,sfd4,3.3,3.3,0.97,3.3,3.2,0,0.0,0.1
5213001,5935010,59350351,resi,sfd,2,sfd2,1.8,1.8,0.97,1.8,1.75,0,0.0,0.1
24867000,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,2.2,1.39,3,0.42,0.1
24869001,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,1.6,1.01,3,0.3,0.1
24870000,5935010,59350351,resi,sfd,4,sfd4,3.3,3.3,0.97,3.3,3.2,0,0.0,0.1
24872000,5935020,59350355,resi,sfd,4,sfd4,2.8,2.8,0.63,2.8,1.76,3,0.53,0.1
24873000,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,2.2,1.39,3,0.42,0.1
24874000,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,1.6,1.01,3,0.3,0.1
24875000,5935020,59350355,resi,sfd,4,sfd4,2.8,2.8,0.63,2.8,1.76,3,0.53,0.1
24876000,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
24880000,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
5228001,5935020,59350355,resi,sfd,4,sfd4,2.8,2.8,0.63,2.8,1.76,3,0.53,0.1
5235001,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
5235002,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
24882000,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,2.2,1.39,3,0.42,0.1
24883000,5935020,59350355,resi,sfd,5,sfd4,2.8,2.8,0.63,2.8,1.76,3,0.53,0.1
24884000,5935020,59350355,resi,sfd,5,sfd4,2.8,2.8,0.63,2.8,1.76,3,0.53,0.1
24885000,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,2.2,1.39,3,0.42,0.1
24886000,5935010,59350022,resi,sfd,5,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24888000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24889000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24891000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24891001,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24893000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24894000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24895000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24896000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24897000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24898000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24899000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24900000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24901000,5935010,59350022,resi,sfd,5,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24903000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24904000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24905000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24906000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24908000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24910000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24909001,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24911000,5935010,59350022,resi,sfd,5,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
5236001,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24887001,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24912000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24913000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24914000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24916000,5935010,59350022,resi,sfd,5,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24918000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24919000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24920000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
5237001,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24921000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24922000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24923000,5935010,59350022,resi,sfd,6,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24924000,5935010,59350022,resi,sfd,5,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24925000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24926000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24928000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24930000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
24930001,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
24931000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24932001,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
5240001,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24933000,5935010,59350022,resi,sfd,5,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24934000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24935000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24936000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24937000,5935010,59350022,resi,sfd,6,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24938000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
24939000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24940000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24941000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24942000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24943000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24944000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
24945000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24945001,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24947000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24947001,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24948000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24949000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24950000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
24951000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24952000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24953000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24953001,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24954001,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24955000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24957000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24958000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24961000,5935010,59350351,resi,sfd,4,sfd4,3.3,3.3,0.97,3.3,3.2,0,0.0,0.1
24962000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24963000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24965001,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24963001,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24966000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
24966001,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
24966002,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
24967000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
24968000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
5246001,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24969000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24970000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24972000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24973000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24974000,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24973001,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24973002,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24975000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24976000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
24974001,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24974002,5935010,59350022,resi,sfd,2,sfd2,1.8,1.8,0.79,1.8,1.42,2,0.28,0.1
24977000,5935010,59350022,resi,sfd,5,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
24978000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24978001,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24979000,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
24980000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
24981000,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,2.2,1.39,3,0.42,0.1
24982000,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,1.6,1.01,3,0.3,0.1
24982002,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,1.6,1.01,3,0.3,0.1
24983000,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
24984000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24986000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24987000,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,2.2,1.39,3,0.42,0.1
24988000,5935020,59350355,resi,sfd,5,sfd4,2.8,2.8,0.63,2.8,1.76,3,0.53,0.1
5247001,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
5247002,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
24976001,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
24976002,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
24989000,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,1.6,1.01,3,0.3,0.1
24990000,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
5248001,5935020,59350355,resi,mh,1,mh,1.77,1.77,0.63,1.8,1.12,3,0.34,0.1
24991000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24993000,5935010,59350022,resi,sfd,4,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
5258001,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
24994000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24995000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
24996000,5935010,59350022,resi,sfd,3,sfd3,2.4,2.4,0.79,2.4,1.9,2,0.38,0.1
5258002,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
5258003,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
5258004,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
5258005,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
24997000,5935010,59350022,resi,sfd,6,sfd4,3.3,3.3,0.79,3.3,2.61,2,0.52,0.1
5253001,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,2.2,1.39,3,0.42,0.1
24998001,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
25002000,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,1.6,1.01,3,0.3,0.1
25004000,5935010,59350022,resi,sfd,1,sfd1,1.556756757,1.556756757,0.79,1.6,1.23,2,0.25,0.1
25005000,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,1.6,1.01,3,0.3,0.1
25006000,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
25007000,5935020,59350355,resi,sfd,4,sfd4,2.8,2.8,0.63,2.8,1.76,3,0.53,0.1
5267001,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,2.2,1.39,3,0.42,0.1
25008000,5935020,59350355,resi,sfd,5,sfd4,2.8,2.8,0.63,2.8,1.76,3,0.53,0.1
25009001,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,1.6,1.01,3,0.3,0.1
25010000,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
25011000,5935020,59350355,resi,sfd,5,sfd4,2.8,2.8,0.63,2.8,1.76,3,0.53,0.1
25006001,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
25012000,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,2.2,1.39,3,0.42,0.1
25006002,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
25013000,5935020,59350355,resi,sfd,1,sfd1,1.3,1.3,0.63,1.3,0.82,3,0.25,0.1
25014000,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,1.6,1.01,3,0.3,0.1
25015000,5935020,59350355,resi,sfd,3,sfd3,2.2,2.2,0.63,2.2,1.39,3,0.42,0.1
25017000,5935020,59350355,resi,sfd,2,sfd2,1.6,1.6,0.63,1.6,1.01,3,0.3,0.1
